Country,Event month,Event Type,Fatalities
Vietnam,2023-03-01,Battles,0
Vietnam,2023-03-01,Explosions/Remote violence,0
Vietnam,2023-03-01,Protests,0
Vietnam,2023-03-01,Riots,0
Vietnam,2023-03-01,Strategic developments,0
Vietnam,2023-03-01,Violence against civilians,0
Gibraltar,2023-03-01,Battles,0
Gibraltar,2023-03-01,Explosions/Remote violence,0
Gibraltar,2023-03-01,Protests,0
Gibraltar,2023-03-01,Riots,0
Gibraltar,2023-03-01,Strategic developments,0
Gibraltar,2023-03-01,Violence against civilians,0
Micronesia,2023-03-01,Battles,0
Micronesia,2023-03-01,Explosions/Remote violence,0
Micronesia,2023-03-01,Protests,0
Micronesia,2023-03-01,Riots,0
Micronesia,2023-03-01,Strategic developments,0
Micronesia,2023-03-01,Violence against civilians,0
Aruba,2023-03-01,Battles,0
Aruba,2023-03-01,Explosions/Remote violence,0
Aruba,2023-03-01,Protests,0
Aruba,2023-03-01,Riots,0
Aruba,2023-03-01,Strategic developments,0
Aruba,2023-03-01,Violence against civilians,0
Tonga,2023-03-01,Battles,0
Tonga,2023-03-01,Explosions/Remote violence,0
Tonga,2023-03-01,Protests,0
Tonga,2023-03-01,Riots,0
Tonga,2023-03-01,Strategic developments,0
Tonga,2023-03-01,Violence against civilians,0
Falkland Islands,2023-03-01,Battles,0
Falkland Islands,2023-03-01,Explosions/Remote violence,0
Falkland Islands,2023-03-01,Protests,0
Falkland Islands,2023-03-01,Riots,0
Falkland Islands,2023-03-01,Strategic developments,0
Falkland Islands,2023-03-01,Violence against civilians,0
Cook Islands,2023-03-01,Battles,0
Cook Islands,2023-03-01,Explosions/Remote violence,0
Cook Islands,2023-03-01,Protests,0
Cook Islands,2023-03-01,Riots,0
Cook Islands,2023-03-01,Strategic developments,0
Cook Islands,2023-03-01,Violence against civilians,0
Saint Pierre and Miquelon,2023-03-01,Battles,0
Saint Pierre and Miquelon,2023-03-01,Explosions/Remote violence,0
Saint Pierre and Miquelon,2023-03-01,Protests,0
Saint Pierre and Miquelon,2023-03-01,Riots,0
Saint Pierre and Miquelon,2023-03-01,Strategic developments,0
Saint Pierre and Miquelon,2023-03-01,Violence against civilians,0
Kiribati,2023-03-01,Battles,0
Kiribati,2023-03-01,Explosions/Remote violence,0
Kiribati,2023-03-01,Protests,0
Kiribati,2023-03-01,Riots,0
Kiribati,2023-03-01,Strategic developments,0
Kiribati,2023-03-01,Violence against civilians,0
Montserrat,2023-03-01,Battles,0
Montserrat,2023-03-01,Explosions/Remote violence,0
Montserrat,2023-03-01,Protests,0
Montserrat,2023-03-01,Riots,0
Montserrat,2023-03-01,Strategic developments,0
Montserrat,2023-03-01,Violence against civilians,0
British Virgin Islands,2023-03-01,Battles,0
British Virgin Islands,2023-03-01,Explosions/Remote violence,0
British Virgin Islands,2023-03-01,Protests,0
British Virgin Islands,2023-03-01,Riots,0
British Virgin Islands,2023-03-01,Strategic developments,0
British Virgin Islands,2023-03-01,Violence against civilians,0
Nauru,2023-03-01,Battles,0
Nauru,2023-03-01,Explosions/Remote violence,0
Nauru,2023-03-01,Protests,0
Nauru,2023-03-01,Riots,0
Nauru,2023-03-01,Strategic developments,0
Nauru,2023-03-01,Violence against civilians,0
Saint Kitts and Nevis,2023-03-01,Battles,0
Saint Kitts and Nevis,2023-03-01,Explosions/Remote violence,0
Saint Kitts and Nevis,2023-03-01,Protests,0
Saint Kitts and Nevis,2023-03-01,Riots,0
Saint Kitts and Nevis,2023-03-01,Strategic developments,0
Saint Kitts and Nevis,2023-03-01,Violence against civilians,0
Cayman Islands,2023-03-01,Battles,0
Cayman Islands,2023-03-01,Explosions/Remote violence,0
Cayman Islands,2023-03-01,Protests,0
Cayman Islands,2023-03-01,Riots,0
Cayman Islands,2023-03-01,Strategic developments,0
Cayman Islands,2023-03-01,Violence against civilians,0
Vatican City,2023-03-01,Battles,0
Vatican City,2023-03-01,Explosions/Remote violence,0
Vatican City,2023-03-01,Protests,0
Vatican City,2023-03-01,Riots,0
Vatican City,2023-03-01,Strategic developments,0
Vatican City,2023-03-01,Violence against civilians,0
Faroe Islands,2023-03-01,Battles,0
Faroe Islands,2023-03-01,Explosions/Remote violence,0
Faroe Islands,2023-03-01,Protests,0
Faroe Islands,2023-03-01,Riots,0
Faroe Islands,2023-03-01,Strategic developments,0
Faroe Islands,2023-03-01,Violence against civilians,0
Tokelau,2023-03-01,Battles,0
Tokelau,2023-03-01,Explosions/Remote violence,0
Tokelau,2023-03-01,Protests,0
Tokelau,2023-03-01,Riots,0
Tokelau,2023-03-01,Strategic developments,0
Tokelau,2023-03-01,Violence against civilians,0
Niue,2023-03-01,Battles,0
Niue,2023-03-01,Explosions/Remote violence,0
Niue,2023-03-01,Protests,0
Niue,2023-03-01,Riots,0
Niue,2023-03-01,Strategic developments,0
Niue,2023-03-01,Violence against civilians,0
Marshall Islands,2023-03-01,Battles,0
Marshall Islands,2023-03-01,Explosions/Remote violence,0
Marshall Islands,2023-03-01,Protests,0
Marshall Islands,2023-03-01,Riots,0
Marshall Islands,2023-03-01,Strategic developments,0
Marshall Islands,2023-03-01,Violence against civilians,0
Brunei,2023-03-01,Battles,0
Brunei,2023-03-01,Explosions/Remote violence,0
Brunei,2023-03-01,Protests,0
Brunei,2023-03-01,Riots,0
Brunei,2023-03-01,Strategic developments,0
Brunei,2023-03-01,Violence against civilians,0
Tuvalu,2023-03-01,Battles,0
Tuvalu,2023-03-01,Explosions/Remote violence,0
Tuvalu,2023-03-01,Protests,0
Tuvalu,2023-03-01,Riots,0
Tuvalu,2023-03-01,Strategic developments,0
Tuvalu,2023-03-01,Violence against civilians,0
Afghanistan,2023-04-01,Battles,58
Afghanistan,2023-04-01,Explosions/Remote violence,14
Afghanistan,2023-04-01,Protests,0
Afghanistan,2023-04-01,Riots,4
Afghanistan,2023-04-01,Strategic developments,11
Afghanistan,2023-04-01,Violence against civilians,22
Algeria,2023-04-01,Battles,0
Algeria,2023-04-01,Explosions/Remote violence,0
Algeria,2023-04-01,Protests,0
Algeria,2023-04-01,Riots,0
Algeria,2023-04-01,Strategic developments,0
Algeria,2023-04-01,Violence against civilians,0
Azerbaijan,2023-04-01,Battles,0
Azerbaijan,2023-04-01,Explosions/Remote violence,6
Azerbaijan,2023-04-01,Protests,0
Azerbaijan,2023-04-01,Riots,0
Azerbaijan,2023-04-01,Strategic developments,0
Azerbaijan,2023-04-01,Violence against civilians,0
Bangladesh,2023-04-01,Battles,13
Bangladesh,2023-04-01,Explosions/Remote violence,0
Bangladesh,2023-04-01,Protests,0
Bangladesh,2023-04-01,Riots,8
Bangladesh,2023-04-01,Strategic developments,0
Bangladesh,2023-04-01,Violence against civilians,17
Belize,2023-04-01,Battles,0
Belize,2023-04-01,Explosions/Remote violence,0
Belize,2023-04-01,Protests,0
Belize,2023-04-01,Riots,0
Belize,2023-04-01,Strategic developments,0
Belize,2023-04-01,Violence against civilians,2
Benin,2023-04-01,Battles,3
Benin,2023-04-01,Explosions/Remote violence,0
Benin,2023-04-01,Protests,0
Benin,2023-04-01,Riots,0
Benin,2023-04-01,Strategic developments,0
Benin,2023-04-01,Violence against civilians,7
Brazil,2023-04-01,Battles,230
Brazil,2023-04-01,Explosions/Remote violence,0
Brazil,2023-04-01,Protests,0
Brazil,2023-04-01,Riots,5
Brazil,2023-04-01,Strategic developments,0
Brazil,2023-04-01,Violence against civilians,327
Burkina Faso,2023-04-01,Battles,516
Burkina Faso,2023-04-01,Explosions/Remote violence,264
Burkina Faso,2023-04-01,Protests,0
Burkina Faso,2023-04-01,Riots,0
Burkina Faso,2023-04-01,Strategic developments,0
Burkina Faso,2023-04-01,Violence against civilians,330
Burundi,2023-04-01,Battles,4
Burundi,2023-04-01,Explosions/Remote violence,0
Burundi,2023-04-01,Protests,0
Burundi,2023-04-01,Riots,0
Burundi,2023-04-01,Strategic developments,0
Burundi,2023-04-01,Violence against civilians,5
Cameroon,2023-04-01,Battles,77
Cameroon,2023-04-01,Explosions/Remote violence,6
Cameroon,2023-04-01,Protests,0
Cameroon,2023-04-01,Riots,5
Cameroon,2023-04-01,Strategic developments,0
Cameroon,2023-04-01,Violence against civilians,37
Central African Republic,2023-04-01,Battles,15
Central African Republic,2023-04-01,Explosions/Remote violence,9
Central African Republic,2023-04-01,Protests,0
Central African Republic,2023-04-01,Riots,1
Central African Republic,2023-04-01,Strategic developments,0
Central African Republic,2023-04-01,Violence against civilians,4
Chad,2023-04-01,Battles,24
Chad,2023-04-01,Explosions/Remote violence,0
Chad,2023-04-01,Protests,0
Chad,2023-04-01,Riots,0
Chad,2023-04-01,Strategic developments,0
Chad,2023-04-01,Violence against civilians,7
Chile,2023-04-01,Battles,0
Chile,2023-04-01,Explosions/Remote violence,0
Chile,2023-04-01,Protests,0
Chile,2023-04-01,Riots,0
Chile,2023-04-01,Strategic developments,0
Chile,2023-04-01,Violence against civilians,0
Colombia,2023-04-01,Battles,21
Colombia,2023-04-01,Explosions/Remote violence,1
Colombia,2023-04-01,Protests,0
Colombia,2023-04-01,Riots,1
Colombia,2023-04-01,Strategic developments,0
Colombia,2023-04-01,Violence against civilians,118
Democratic Republic of Congo,2023-04-01,Battles,185
Democratic Republic of Congo,2023-04-01,Explosions/Remote violence,0
Democratic Republic of Congo,2023-04-01,Protests,0
Democratic Republic of Congo,2023-04-01,Riots,27
Democratic Republic of Congo,2023-04-01,Strategic developments,0
Democratic Republic of Congo,2023-04-01,Violence against civilians,299
Egypt,2023-04-01,Battles,0
Egypt,2023-04-01,Explosions/Remote violence,0
Egypt,2023-04-01,Protests,0
Egypt,2023-04-01,Riots,0
Egypt,2023-04-01,Strategic developments,0
Egypt,2023-04-01,Violence against civilians,0
El Salvador,2023-04-01,Battles,0
El Salvador,2023-04-01,Explosions/Remote violence,0
El Salvador,2023-04-01,Protests,0
El Salvador,2023-04-01,Riots,0
El Salvador,2023-04-01,Strategic developments,0
El Salvador,2023-04-01,Violence against civilians,2
Ethiopia,2023-04-01,Battles,36
Ethiopia,2023-04-01,Explosions/Remote violence,3
Ethiopia,2023-04-01,Protests,11
Ethiopia,2023-04-01,Riots,5
Ethiopia,2023-04-01,Strategic developments,0
Ethiopia,2023-04-01,Violence against civilians,27
Greece,2023-04-01,Battles,0
Greece,2023-04-01,Explosions/Remote violence,0
Greece,2023-04-01,Protests,0
Greece,2023-04-01,Riots,0
Greece,2023-04-01,Strategic developments,1
Greece,2023-04-01,Violence against civilians,0
Guatemala,2023-04-01,Battles,14
Guatemala,2023-04-01,Explosions/Remote violence,0
Guatemala,2023-04-01,Protests,0
Guatemala,2023-04-01,Riots,0
Guatemala,2023-04-01,Strategic developments,0
Guatemala,2023-04-01,Violence against civilians,43
Guyana,2023-04-01,Battles,0
Guyana,2023-04-01,Explosions/Remote violence,0
Guyana,2023-04-01,Protests,0
Guyana,2023-04-01,Riots,0
Guyana,2023-04-01,Strategic developments,0
Guyana,2023-04-01,Violence against civilians,0
Haiti,2023-04-01,Battles,198
Haiti,2023-04-01,Explosions/Remote violence,0
Haiti,2023-04-01,Protests,1
Haiti,2023-04-01,Riots,159
Haiti,2023-04-01,Strategic developments,0
Haiti,2023-04-01,Violence against civilians,233
Honduras,2023-04-01,Battles,6
Honduras,2023-04-01,Explosions/Remote violence,0
Honduras,2023-04-01,Protests,0
Honduras,2023-04-01,Riots,0
Honduras,2023-04-01,Strategic developments,0
Honduras,2023-04-01,Violence against civilians,37
India,2023-04-01,Battles,21
India,2023-04-01,Explosions/Remote violence,14
India,2023-04-01,Protests,0
India,2023-04-01,Riots,12
India,2023-04-01,Strategic developments,2
India,2023-04-01,Violence against civilians,26
Indonesia,2023-04-01,Battles,12
Indonesia,2023-04-01,Explosions/Remote violence,0
Indonesia,2023-04-01,Protests,0
Indonesia,2023-04-01,Riots,2
Indonesia,2023-04-01,Strategic developments,0
Indonesia,2023-04-01,Violence against civilians,12
Iran,2023-04-01,Battles,0
Iran,2023-04-01,Explosions/Remote violence,0
Iran,2023-04-01,Protests,0
Iran,2023-04-01,Riots,2
Iran,2023-04-01,Strategic developments,1
Iran,2023-04-01,Violence against civilians,8
Iraq,2023-04-01,Battles,56
Iraq,2023-04-01,Explosions/Remote violence,26
Iraq,2023-04-01,Protests,0
Iraq,2023-04-01,Riots,0
Iraq,2023-04-01,Strategic developments,0
Iraq,2023-04-01,Violence against civilians,39
Jamaica,2023-04-01,Battles,8
Jamaica,2023-04-01,Explosions/Remote violence,0
Jamaica,2023-04-01,Protests,0
Jamaica,2023-04-01,Riots,2
Jamaica,2023-04-01,Strategic developments,0
Jamaica,2023-04-01,Violence against civilians,20
Kenya,2023-04-01,Battles,6
Kenya,2023-04-01,Explosions/Remote violence,0
Kenya,2023-04-01,Protests,0
Kenya,2023-04-01,Riots,24
Kenya,2023-04-01,Strategic developments,0
Kenya,2023-04-01,Violence against civilians,24
Lebanon,2023-04-01,Battles,2
Lebanon,2023-04-01,Explosions/Remote violence,0
Lebanon,2023-04-01,Protests,0
Lebanon,2023-04-01,Riots,0
Lebanon,2023-04-01,Strategic developments,1
Lebanon,2023-04-01,Violence against civilians,5
Libya,2023-04-01,Battles,4
Libya,2023-04-01,Explosions/Remote violence,0
Libya,2023-04-01,Protests,0
Libya,2023-04-01,Riots,0
Libya,2023-04-01,Strategic developments,0
Libya,2023-04-01,Violence against civilians,1
Madagascar,2023-04-01,Battles,24
Madagascar,2023-04-01,Explosions/Remote violence,0
Madagascar,2023-04-01,Protests,0
Madagascar,2023-04-01,Riots,11
Madagascar,2023-04-01,Strategic developments,0
Madagascar,2023-04-01,Violence against civilians,12
Mali,2023-04-01,Battles,238
Mali,2023-04-01,Explosions/Remote violence,22
Mali,2023-04-01,Protests,0
Mali,2023-04-01,Riots,2
Mali,2023-04-01,Strategic developments,3
Mali,2023-04-01,Violence against civilians,110
Mexico,2023-04-01,Battles,106
Mexico,2023-04-01,Explosions/Remote violence,0
Mexico,2023-04-01,Protests,0
Mexico,2023-04-01,Riots,4
Mexico,2023-04-01,Strategic developments,0
Mexico,2023-04-01,Violence against civilians,507
Mozambique,2023-04-01,Battles,11
Mozambique,2023-04-01,Explosions/Remote violence,0
Mozambique,2023-04-01,Protests,0
Mozambique,2023-04-01,Riots,0
Mozambique,2023-04-01,Strategic developments,0
Mozambique,2023-04-01,Violence against civilians,0
Myanmar,2023-04-01,Battles,927
Myanmar,2023-04-01,Explosions/Remote violence,438
Myanmar,2023-04-01,Protests,0
Myanmar,2023-04-01,Riots,0
Myanmar,2023-04-01,Strategic developments,3
Myanmar,2023-04-01,Violence against civilians,113
Niger,2023-04-01,Battles,14
Niger,2023-04-01,Explosions/Remote violence,8
Niger,2023-04-01,Protests,0
Niger,2023-04-01,Riots,0
Niger,2023-04-01,Strategic developments,3
Niger,2023-04-01,Violence against civilians,22
Nigeria,2023-04-01,Battles,535
Nigeria,2023-04-01,Explosions/Remote violence,39
Nigeria,2023-04-01,Protests,1
Nigeria,2023-04-01,Riots,12
Nigeria,2023-04-01,Strategic developments,0
Nigeria,2023-04-01,Violence against civilians,258
Pakistan,2023-04-01,Battles,101
Pakistan,2023-04-01,Explosions/Remote violence,16
Pakistan,2023-04-01,Protests,0
Pakistan,2023-04-01,Riots,33
Pakistan,2023-04-01,Strategic developments,0
Pakistan,2023-04-01,Violence against civilians,27
Palestine,2023-04-01,Battles,4
Palestine,2023-04-01,Explosions/Remote violence,0
Palestine,2023-04-01,Protests,0
Palestine,2023-04-01,Riots,5
Palestine,2023-04-01,Strategic developments,0
Palestine,2023-04-01,Violence against civilians,6
Peru,2023-04-01,Battles,0
Peru,2023-04-01,Explosions/Remote violence,0
Peru,2023-04-01,Protests,0
Peru,2023-04-01,Riots,1
Peru,2023-04-01,Strategic developments,0
Peru,2023-04-01,Violence against civilians,4
Philippines,2023-04-01,Battles,47
Philippines,2023-04-01,Explosions/Remote violence,0
Philippines,2023-04-01,Protests,0
Philippines,2023-04-01,Riots,0
Philippines,2023-04-01,Strategic developments,0
Philippines,2023-04-01,Violence against civilians,41
Puerto Rico,2023-04-01,Battles,0
Puerto Rico,2023-04-01,Explosions/Remote violence,0
Puerto Rico,2023-04-01,Protests,0
Puerto Rico,2023-04-01,Riots,0
Puerto Rico,2023-04-01,Strategic developments,0
Puerto Rico,2023-04-01,Violence against civilians,11
Russia,2023-04-01,Battles,4
Russia,2023-04-01,Explosions/Remote violence,11
Russia,2023-04-01,Protests,0
Russia,2023-04-01,Riots,0
Russia,2023-04-01,Strategic developments,1
Russia,2023-04-01,Violence against civilians,1
Rwanda,2023-04-01,Battles,0
Rwanda,2023-04-01,Explosions/Remote violence,0
Rwanda,2023-04-01,Protests,0
Rwanda,2023-04-01,Riots,0
Rwanda,2023-04-01,Strategic developments,0
Rwanda,2023-04-01,Violence against civilians,1
Senegal,2023-04-01,Battles,0
Senegal,2023-04-01,Explosions/Remote violence,0
Senegal,2023-04-01,Protests,0
Senegal,2023-04-01,Riots,2
Senegal,2023-04-01,Strategic developments,0
Senegal,2023-04-01,Violence against civilians,0
Sierra Leone,2023-04-01,Battles,1
Sierra Leone,2023-04-01,Explosions/Remote violence,0
Sierra Leone,2023-04-01,Protests,0
Sierra Leone,2023-04-01,Riots,1
Sierra Leone,2023-04-01,Strategic developments,0
Sierra Leone,2023-04-01,Violence against civilians,0
Somalia,2023-04-01,Battles,295
Somalia,2023-04-01,Explosions/Remote violence,38
Somalia,2023-04-01,Protests,0
Somalia,2023-04-01,Riots,0
Somalia,2023-04-01,Strategic developments,1
Somalia,2023-04-01,Violence against civilians,30
South Sudan,2023-04-01,Battles,111
South Sudan,2023-04-01,Explosions/Remote violence,0
South Sudan,2023-04-01,Protests,0
South Sudan,2023-04-01,Riots,0
South Sudan,2023-04-01,Strategic developments,0
South Sudan,2023-04-01,Violence against civilians,59
Sudan,2023-04-01,Battles,1059
Sudan,2023-04-01,Explosions/Remote violence,63
Sudan,2023-04-01,Protests,1
Sudan,2023-04-01,Riots,6
Sudan,2023-04-01,Strategic developments,0
Sudan,2023-04-01,Violence against civilians,77
Syria,2023-04-01,Battles,317
Syria,2023-04-01,Explosions/Remote violence,277
Syria,2023-04-01,Protests,0
Syria,2023-04-01,Riots,0
Syria,2023-04-01,Strategic developments,0
Syria,2023-04-01,Violence against civilians,132
Thailand,2023-04-01,Battles,2
Thailand,2023-04-01,Explosions/Remote violence,1
Thailand,2023-04-01,Protests,0
Thailand,2023-04-01,Riots,0
Thailand,2023-04-01,Strategic developments,0
Thailand,2023-04-01,Violence against civilians,1
Trinidad and Tobago,2023-04-01,Battles,2
Trinidad and Tobago,2023-04-01,Explosions/Remote violence,0
Trinidad and Tobago,2023-04-01,Protests,0
Trinidad and Tobago,2023-04-01,Riots,0
Trinidad and Tobago,2023-04-01,Strategic developments,0
Trinidad and Tobago,2023-04-01,Violence against civilians,29
Turkey,2023-04-01,Battles,6
Turkey,2023-04-01,Explosions/Remote violence,0
Turkey,2023-04-01,Protests,0
Turkey,2023-04-01,Riots,0
Turkey,2023-04-01,Strategic developments,0
Turkey,2023-04-01,Violence against civilians,2
Uganda,2023-04-01,Battles,2
Uganda,2023-04-01,Explosions/Remote violence,0
Uganda,2023-04-01,Protests,0
Uganda,2023-04-01,Riots,12
Uganda,2023-04-01,Strategic developments,0
Uganda,2023-04-01,Violence against civilians,3
Ukraine,2023-04-01,Battles,1745
Ukraine,2023-04-01,Explosions/Remote violence,1133
Ukraine,2023-04-01,Protests,0
Ukraine,2023-04-01,Riots,0
Ukraine,2023-04-01,Strategic developments,0
Ukraine,2023-04-01,Violence against civilians,3
Venezuela,2023-04-01,Battles,55
Venezuela,2023-04-01,Explosions/Remote violence,0
Venezuela,2023-04-01,Protests,0
Venezuela,2023-04-01,Riots,1
Venezuela,2023-04-01,Strategic developments,0
Venezuela,2023-04-01,Violence against civilians,7
Yemen,2023-04-01,Battles,156
Yemen,2023-04-01,Explosions/Remote violence,28
Yemen,2023-04-01,Protests,0
Yemen,2023-04-01,Riots,0
Yemen,2023-04-01,Strategic developments,0
Yemen,2023-04-01,Violence against civilians,21
Zambia,2023-04-01,Battles,0
Zambia,2023-04-01,Explosions/Remote violence,0
Zambia,2023-04-01,Protests,0
Zambia,2023-04-01,Riots,0
Zambia,2023-04-01,Strategic developments,0
Zambia,2023-04-01,Violence against civilians,0
Armenia,2023-04-01,Battles,8
Armenia,2023-04-01,Explosions/Remote violence,0
Armenia,2023-04-01,Protests,0
Armenia,2023-04-01,Riots,0
Armenia,2023-04-01,Strategic developments,0
Armenia,2023-04-01,Violence against civilians,1
Djibouti,2023-04-01,Battles,0
Djibouti,2023-04-01,Explosions/Remote violence,0
Djibouti,2023-04-01,Protests,0
Djibouti,2023-04-01,Riots,0
Djibouti,2023-04-01,Strategic developments,0
Djibouti,2023-04-01,Violence against civilians,0
Mauritania,2023-04-01,Battles,0
Mauritania,2023-04-01,Explosions/Remote violence,0
Mauritania,2023-04-01,Protests,0
Mauritania,2023-04-01,Riots,0
Mauritania,2023-04-01,Strategic developments,0
Mauritania,2023-04-01,Violence against civilians,0
Morocco,2023-04-01,Battles,0
Morocco,2023-04-01,Explosions/Remote violence,0
Morocco,2023-04-01,Protests,0
Morocco,2023-04-01,Riots,0
Morocco,2023-04-01,Strategic developments,0
Morocco,2023-04-01,Violence against civilians,0
Nepal,2023-04-01,Battles,0
Nepal,2023-04-01,Explosions/Remote violence,0
Nepal,2023-04-01,Protests,0
Nepal,2023-04-01,Riots,1
Nepal,2023-04-01,Strategic developments,0
Nepal,2023-04-01,Violence against civilians,0
Saudi Arabia,2023-04-01,Battles,0
Saudi Arabia,2023-04-01,Explosions/Remote violence,0
Saudi Arabia,2023-04-01,Protests,0
Saudi Arabia,2023-04-01,Riots,0
Saudi Arabia,2023-04-01,Strategic developments,0
Saudi Arabia,2023-04-01,Violence against civilians,0
Tunisia,2023-04-01,Battles,0
Tunisia,2023-04-01,Explosions/Remote violence,0
Tunisia,2023-04-01,Protests,0
Tunisia,2023-04-01,Riots,0
Tunisia,2023-04-01,Strategic developments,0
Tunisia,2023-04-01,Violence against civilians,0
United States,2023-04-01,Battles,0
United States,2023-04-01,Explosions/Remote violence,0
United States,2023-04-01,Protests,0
United States,2023-04-01,Riots,0
United States,2023-04-01,Strategic developments,0
United States,2023-04-01,Violence against civilians,1
Albania,2023-04-01,Battles,0
Albania,2023-04-01,Explosions/Remote violence,0
Albania,2023-04-01,Protests,0
Albania,2023-04-01,Riots,0
Albania,2023-04-01,Strategic developments,0
Albania,2023-04-01,Violence against civilians,0
Andorra,2023-04-01,Battles,0
Andorra,2023-04-01,Explosions/Remote violence,0
Andorra,2023-04-01,Protests,0
Andorra,2023-04-01,Riots,0
Andorra,2023-04-01,Strategic developments,0
Andorra,2023-04-01,Violence against civilians,0
Angola,2023-04-01,Battles,0
Angola,2023-04-01,Explosions/Remote violence,0
Angola,2023-04-01,Protests,0
Angola,2023-04-01,Riots,3
Angola,2023-04-01,Strategic developments,1
Angola,2023-04-01,Violence against civilians,0
Argentina,2023-04-01,Battles,0
Argentina,2023-04-01,Explosions/Remote violence,0
Argentina,2023-04-01,Protests,0
Argentina,2023-04-01,Riots,2
Argentina,2023-04-01,Strategic developments,0
Argentina,2023-04-01,Violence against civilians,0
Australia,2023-04-01,Battles,0
Australia,2023-04-01,Explosions/Remote violence,0
Australia,2023-04-01,Protests,0
Australia,2023-04-01,Riots,0
Australia,2023-04-01,Strategic developments,0
Australia,2023-04-01,Violence against civilians,0
Austria,2023-04-01,Battles,0
Austria,2023-04-01,Explosions/Remote violence,0
Austria,2023-04-01,Protests,0
Austria,2023-04-01,Riots,0
Austria,2023-04-01,Strategic developments,0
Austria,2023-04-01,Violence against civilians,0
Bahrain,2023-04-01,Battles,0
Bahrain,2023-04-01,Explosions/Remote violence,0
Bahrain,2023-04-01,Protests,0
Bahrain,2023-04-01,Riots,0
Bahrain,2023-04-01,Strategic developments,0
Bahrain,2023-04-01,Violence against civilians,0
Belarus,2023-04-01,Battles,0
Belarus,2023-04-01,Explosions/Remote violence,0
Belarus,2023-04-01,Protests,0
Belarus,2023-04-01,Riots,0
Belarus,2023-04-01,Strategic developments,0
Belarus,2023-04-01,Violence against civilians,0
Belgium,2023-04-01,Battles,0
Belgium,2023-04-01,Explosions/Remote violence,0
Belgium,2023-04-01,Protests,0
Belgium,2023-04-01,Riots,0
Belgium,2023-04-01,Strategic developments,0
Belgium,2023-04-01,Violence against civilians,0
Bolivia,2023-04-01,Battles,0
Bolivia,2023-04-01,Explosions/Remote violence,0
Bolivia,2023-04-01,Protests,0
Bolivia,2023-04-01,Riots,0
Bolivia,2023-04-01,Strategic developments,0
Bolivia,2023-04-01,Violence against civilians,0
Bosnia and Herzegovina,2023-04-01,Battles,0
Bosnia and Herzegovina,2023-04-01,Explosions/Remote violence,0
Bosnia and Herzegovina,2023-04-01,Protests,0
Bosnia and Herzegovina,2023-04-01,Riots,0
Bosnia and Herzegovina,2023-04-01,Strategic developments,0
Bosnia and Herzegovina,2023-04-01,Violence against civilians,0
Bulgaria,2023-04-01,Battles,0
Bulgaria,2023-04-01,Explosions/Remote violence,0
Bulgaria,2023-04-01,Protests,0
Bulgaria,2023-04-01,Riots,0
Bulgaria,2023-04-01,Strategic developments,0
Bulgaria,2023-04-01,Violence against civilians,0
Cambodia,2023-04-01,Battles,0
Cambodia,2023-04-01,Explosions/Remote violence,0
Cambodia,2023-04-01,Protests,0
Cambodia,2023-04-01,Riots,0
Cambodia,2023-04-01,Strategic developments,0
Cambodia,2023-04-01,Violence against civilians,0
Canada,2023-04-01,Battles,0
Canada,2023-04-01,Explosions/Remote violence,0
Canada,2023-04-01,Protests,0
Canada,2023-04-01,Riots,0
Canada,2023-04-01,Strategic developments,0
Canada,2023-04-01,Violence against civilians,0
Cape Verde,2023-04-01,Battles,0
Cape Verde,2023-04-01,Explosions/Remote violence,0
Cape Verde,2023-04-01,Protests,0
Cape Verde,2023-04-01,Riots,0
Cape Verde,2023-04-01,Strategic developments,0
Cape Verde,2023-04-01,Violence against civilians,0
China,2023-04-01,Battles,0
China,2023-04-01,Explosions/Remote violence,0
China,2023-04-01,Protests,0
China,2023-04-01,Riots,0
China,2023-04-01,Strategic developments,0
China,2023-04-01,Violence against civilians,0
Costa Rica,2023-04-01,Battles,0
Costa Rica,2023-04-01,Explosions/Remote violence,0
Costa Rica,2023-04-01,Protests,0
Costa Rica,2023-04-01,Riots,0
Costa Rica,2023-04-01,Strategic developments,0
Costa Rica,2023-04-01,Violence against civilians,0
Croatia,2023-04-01,Battles,0
Croatia,2023-04-01,Explosions/Remote violence,0
Croatia,2023-04-01,Protests,0
Croatia,2023-04-01,Riots,0
Croatia,2023-04-01,Strategic developments,0
Croatia,2023-04-01,Violence against civilians,0
Cuba,2023-04-01,Battles,0
Cuba,2023-04-01,Explosions/Remote violence,0
Cuba,2023-04-01,Protests,0
Cuba,2023-04-01,Riots,0
Cuba,2023-04-01,Strategic developments,0
Cuba,2023-04-01,Violence against civilians,0
Cyprus,2023-04-01,Battles,0
Cyprus,2023-04-01,Explosions/Remote violence,0
Cyprus,2023-04-01,Protests,0
Cyprus,2023-04-01,Riots,0
Cyprus,2023-04-01,Strategic developments,0
Cyprus,2023-04-01,Violence against civilians,0
Czech Republic,2023-04-01,Battles,0
Czech Republic,2023-04-01,Explosions/Remote violence,0
Czech Republic,2023-04-01,Protests,0
Czech Republic,2023-04-01,Riots,0
Czech Republic,2023-04-01,Strategic developments,0
Czech Republic,2023-04-01,Violence against civilians,0
Denmark,2023-04-01,Battles,0
Denmark,2023-04-01,Explosions/Remote violence,0
Denmark,2023-04-01,Protests,0
Denmark,2023-04-01,Riots,0
Denmark,2023-04-01,Strategic developments,0
